id,Variant Inventory Qty,year,Image Src,Body (HTML),Type,Title,author,Vendor,Handle,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
1668,12,1997,http://images.amazon.com/images/P/0679452281.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Patrick McGrath</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Asylum,Patrick McGrath,Random House Inc,asylum,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1669,3,1994,http://images.amazon.com/images/P/0811807150.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: William Kotzwinkle</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,Swimmer in the Secret Sea: Novella,William Kotzwinkle,Chronicle Books Llc,swimmer-in-the-secret-sea-novella,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1670,7,1991,http://images.amazon.com/images/P/0393029190.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Vincent Bugliosi</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,And the Sea Will Tell,Vincent Bugliosi,W W Norton &amp; Co Inc,and-the-sea-will-tell,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1671,5,1994,http://images.amazon.com/images/P/0385425686.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mark Richard</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Fishboy: A Ghost's Story,Mark Richard,Anchor,fishboy-a-ghost-s-story,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1672,19,1997,http://images.amazon.com/images/P/0312169655.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ben Elton</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,Popcorn,Ben Elton,Thomas Dunne Books,popcorn,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1673,5,1997,http://images.amazon.com/images/P/0785324712.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ltd Editorial Staff Publication International</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,All New Great American Favorite Brand Name Cookbook,Ltd Editorial Staff Publication International,Publications International,all-new-great-american-favorite-brand-name-cookbook,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1674,17,1997,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: MARY DORIA RUSSELL</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,The Sparrow,MARY DORIA RUSSELL,Fawcett Books,the-sparrow,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1675,12,1991,http://images.amazon.com/images/P/0934257345.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: MacDonald Harris</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Glad Rags,MacDonald Harris,Story Line Press,glad-rags,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1676,9,1999,http://images.amazon.com/images/P/0312205872.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lawrence Goldstone</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,Slightly  Chipped: Footnotes in Booklore,Lawrence Goldstone,St Martins Pr,slightly-chipped-footnotes-in-booklore,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1677,17,1996,http://images.amazon.com/images/P/0670867144.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Leslie Land</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,The 3;000 Mile Garden: An Exchange of Letters on Gardening; Food; and the Good Life,Leslie Land,Viking Books,the-3-000-mile-garden-an-exchange-of-letters-on-gardening-food-and-the-good-life,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1678,20,1997,http://images.amazon.com/images/P/0805051732.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rikki Ducornet</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,"The Word \Desire\""""",Rikki Ducornet,Henry Holt &amp; Company,the-word-desire-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1679,14,1982,http://images.amazon.com/images/P/0449300021.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: VICTOR HUGO</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,Les Miserables,VICTOR HUGO,Fawcett,les-miserables,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1680,7,2000,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Higgins Clark</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,Before I Say Good-Bye : A Novel,Mary Higgins Clark,Simon &amp; Schuster,before-i-say-good-bye-a-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1681,8,1999,http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Judy Blume</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Science Fiction,Summer Sisters,Judy Blume,Dell Publishing Company,summer-sisters,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1682,10,2002,http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jennifer Egan</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Look at Me,Jennifer Egan,Anchor Books/Doubleday,look-at-me,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1683,12,2003,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dodie Smith</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,I Capture the Castle,Dodie Smith,St. Martin's Griffin,i-capture-the-castle,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1684,17,1999,http://images.amazon.com/images/P/0764504509.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Doug  Lowe</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,PowerPoint 2000 for Windows for Dummies,Doug  Lowe,For Dummies,powerpoint-2000-for-windows-for-dummies,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1685,1,1996,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Arlene Eisenberg</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,Workman Pub Co,what-to-expect-when-you-re-expecting-revised-edition-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1686,13,2003,http://images.amazon.com/images/P/0767912233.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: JANE GREEN</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Babyville,JANE GREEN,Broadway,babyville,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1687,20,2001,http://images.amazon.com/images/P/0971453217.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Gary Ezzo</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .),Gary Ezzo,Hawks Flight &amp; Association,on-becoming-baby-wise-parenting-your-pre-toddler-5-15-months-on-becoming-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1688,12,2001,http://images.amazon.com/images/P/0971453209.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Gary Ezzo</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,On Becoming Baby Wise: The Classic Reference Guide Used by Over 1;000;000 Parents Worldwide,Gary Ezzo,Hawks Flight &amp; Association,on-becoming-baby-wise-the-classic-reference-guide-used-by-over-1-000-000-parents-worldwide,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1689,4,2000,http://images.amazon.com/images/P/0785268030.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dennis Rainey</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>,Dennis Rainey,Nelson Books,starting-your-marriage-right-lt-i-what-you-need-to-know-in-the-early-years-to-make-it-last-a-lifetime-lt-i-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1690,10,2001,http://images.amazon.com/images/P/0743201736.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: David Gardner</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,David Gardner,Fireside,the-motley-fool-investment-guide-how-the-fool-beats-wall-streets-wise-men-and-how-you-can-too,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1691,10,1989,http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Arlene Eisenberg</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,What to Expect the First Year,Arlene Eisenberg,Workman Publishing,what-to-expect-the-first-year,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1692,17,1984,http://images.amazon.com/images/P/0440177499.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Joan D. Vinge</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Snow Queen,Joan D. Vinge,Bantam Doubleday Dell,snow-queen,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1693,18,1983,http://images.amazon.com/images/P/0553232053.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: R. A. MacAvoy</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Tea with the Black Dragon,R. A. MacAvoy,Bantam Books,tea-with-the-black-dragon,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1694,6,2001,http://images.amazon.com/images/P/0312269102.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Brooke Stevens</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Tattoo Girl,Brooke Stevens,St. Martin's Griffin,tattoo-girl,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1695,17,1993,http://images.amazon.com/images/P/0062502174.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Paulo Coelho</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,HarperSanFrancisco,the-alchemist-a-fable-about-following-your-dream,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1696,4,2000,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ann B. Ross</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,Perennial,miss-julia-speaks-her-mind-a-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1697,16,2001,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Adriana Trigiani</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,Ballantine Books,big-stone-gap-a-novel-ballantine-reader-s-circle-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1698,16,1995,http://images.amazon.com/images/P/0345401123.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: BEBE MOORE CAMPBELL</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fantasy,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,Ballantine Books,your-blues-ain-t-like-mine,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1699,5,2003,http://images.amazon.com/images/P/1593160151.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Barbara Corcoran</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,Use What You've Got; and Other Business Lessons I Learned from My Mom,Barbara Corcoran,Listen &amp; Live Audio,use-what-you-ve-got-and-other-business-lessons-i-learned-from-my-mom,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1700,11,2003,http://images.amazon.com/images/P/1593160127.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Amy Hassinger</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Nina: Adolescence,Amy Hassinger,Listen &amp; Live Audio,nina-adolescence,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1701,4,2003,http://images.amazon.com/images/P/0451209435.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Erica Jong</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Fear of Flying,Erica Jong,New American Library,fear-of-flying,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1702,1,2002,http://images.amazon.com/images/P/1551669501.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Diana Palmer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,Diamond Spur,Diana Palmer,Mira,diamond-spur,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1703,3,1999,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bernhard Schlink</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,The Reader,Bernhard Schlink,Vintage Books USA,the-reader,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1704,18,2001,http://images.amazon.com/images/P/0618126988.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: J.R.R. Tolkien</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Silmarillion,J.R.R. Tolkien,Houghton Mifflin,the-silmarillion,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1705,3,2002,http://images.amazon.com/images/P/0060094850.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rebecca Godfrey</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,The Torn Skirt,Rebecca Godfrey,Perennial,the-torn-skirt,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1706,17,2001,http://images.amazon.com/images/P/0060192305.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Wayne W. Dyer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,HarperCollins,there-s-a-spiritual-solution-to-every-problem,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1707,10,2002,http://images.amazon.com/images/P/0142000361.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lois Battle</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,The Florabama Ladies' Auxiliary &amp; Sewing Circle,Lois Battle,Penguin Books,the-florabama-ladies-auxiliary-amp-sewing-circle,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1708,9,1956,http://images.amazon.com/images/P/0872860175.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Allen Ginsberg</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,Howl and Other Poems (Pocket Poets),Allen Ginsberg,City Lights Publishers,howl-and-other-poems-pocket-poets-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1709,12,2000,http://images.amazon.com/images/P/031219126X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Wollstonecraft Shelley</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Frankenstein: Complete; Authoritative Text With Biographical; Historical; and Cultural Contexts; Critical History; and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism),Mary Wollstonecraft Shelley,Bedford Books,frankenstein-complete-authoritative-text-with-biographical-historical-and-cultural-contexts-critical-history-and-essays-from-contemporary-critic-tive-case-studies-in-contemporary-criticism-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1710,8,1987,http://images.amazon.com/images/P/0020518609.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ernest Hemingway</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Short Stories of Ernest Hemingway (A Scribner classic),Ernest Hemingway,Simon &amp; Schuster,short-stories-of-ernest-hemingway-a-scribner-classic-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1711,16,2002,http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: ANNE TYLER</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,Ballantine Books,back-when-we-were-grownups-a-novel-ballantine-reader-s-circle-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1712,17,1985,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Harper Lee</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,To Kill a Mockingbird,Harper Lee,Warner Books,to-kill-a-mockingbird,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1713,3,1994,http://images.amazon.com/images/P/037348285X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nora Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,Birds Bees And Babies 1994,Nora Roberts,Silhouette,birds-bees-and-babies-1994,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1714,3,1997,http://images.amazon.com/images/P/0515090506.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lilian Jackson Braun</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Cat Who Played Brahms,Lilian Jackson Braun,Jove Books,the-cat-who-played-brahms,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1715,12,1999,http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Patricia Daniels Cornwell</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,Black Notice,Patricia Daniels Cornwell,Putnam Pub Group,black-notice,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1716,12,2001,http://images.amazon.com/images/P/0812590244.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Andrew M. Greeley</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,Forge,irish-eyes-a-nuala-anne-mcgrail-novel-nuala-anne-mcgrail-novels-paperback-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1717,14,1997,http://images.amazon.com/images/P/0963641328.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rick Davis</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Totally Useless Office Skills: 75 Great Ways to Play at Work,Rick Davis,Hobblebush Books,totally-useless-office-skills-75-great-ways-to-play-at-work,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1718,18,2000,http://images.amazon.com/images/P/1574551108.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Catholic Church</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Catechism of the Catholic Church,Catholic Church,USCCB,catechism-of-the-catholic-church,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1719,6,1997,http://images.amazon.com/images/P/0879739304.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Alfred McBride</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,Father McBride's Family Catechism: Based on the Catechism of the Catholic Church,Alfred McBride,Our Sunday Visitor,father-mcbride-s-family-catechism-based-on-the-catechism-of-the-catholic-church,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
1720,18,1998,http://images.amazon.com/images/P/0965712516.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Russell L. Ford</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Missionary's Catechism,Russell L. Ford,US,the-missionary-s-catechism,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
