Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
vinegar-hill-oprah-s-book-club-paperback,Vinegar Hill (Oprah's Book Club (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: A. Manette Ansay</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Perennial,,Horror,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380730138.01.LZZZZZZZ.jpg?v=1699761352,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
what-shall-i-be-barbie-carryalong,What Shall I Be (Barbie Carryalong),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rita Chapman Works</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Reader's Digest,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1575843366.01.LZZZZZZZ.jpg?v=1699761350,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
all-our-yesterdays-large-print,All Our Yesterdays (Large Print),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert B. Parker</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Delacorte Press,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0385313748.01.LZZZZZZZ.gif?v=1699761348,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
urn-burial,Urn Burial,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert Westall</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Viking Children's Books,,Poetry,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0670815373.01.LZZZZZZZ.jpg?v=1699761346,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
el-gust-amarg-de-la-cervesa-colleccia-a-a-a-a-a-cla-a-a-a-ssica,El gust amarg de la cervesa (CollecciÃÂÃÂÃÂÃÂ³ ClÃÂÃÂÃÂÃÂ ssica),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Isabel-Clara SimÃÂÃÂÃÂÃÂ³</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Columna,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/8483007010.01.LZZZZZZZ.jpg?v=1699761344,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
frankenstein-dover-thrift-editions,Frankenstein (Dover Thrift Editions),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Wollstonecraft Shelley</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Dover Publications,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0486282112.01.LZZZZZZZ.jpg?v=1699761342,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-war-in-heaven-eternal-warriors,The War in Heaven (Eternal Warriors),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Theodore Beale</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Pocket,,History,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0671018930.01.LZZZZZZZ.jpg?v=1699761340,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
year-s-best-fantasy-year-s-best-fantasy,Year's Best Fantasy (Year's Best Fantasy),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: David G. Hartwell</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Eos,,Classics,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/038081840X.01.LZZZZZZZ.jpg?v=1699761338,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-rivan-codex-ancient-texts-of-the-belgariad-and-the-malloreon,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: DAVID EDDINGS</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345435869.01.LZZZZZZZ.jpg?v=1699761336,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-breach,The Breach,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Brian Kaufman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Last Knight Pub Co,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0972044205.01.LZZZZZZZ.jpg?v=1699761335,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
angel-of-hope-mercy-trilogy,Angel of Hope (Mercy Trilogy),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lurlene McDaniel</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Starfire,,True Crime,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553571486.01.LZZZZZZZ.jpg?v=1699761333,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
taking-the-ferry-home,Taking the Ferry Home,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Pam Conrad</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harpercollins Juvenile Books,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0064470113.01.LZZZZZZZ.gif?v=1699761331,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
object-affection,OBJECT AFFECTION,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen McCauley</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Washington Square Press,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0671649949.01.LZZZZZZZ.gif?v=1699761329,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-what-s-happening-to-my-body-book-for-boys-a-growing-up-guide-for-parents-and-sons,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lynda Madaras</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",W W Norton &amp; Co,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0937858994.01.LZZZZZZZ.gif?v=1699761328,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-postman-bantam-classics,The Postman (Bantam Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: David Brin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Spectra Books,,Classics,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553278746.01.LZZZZZZZ.jpg?v=1699761326,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
far-from-the-madding-crowd-wordsworth-classics,Far from the Madding Crowd (Wordsworth Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Thomas Hardy</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",NTC/Contemporary Publishing Company,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1853260673.01.LZZZZZZZ.jpg?v=1699761324,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-romance-reader,The Romance Reader,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Pearl Abraham</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Riverhead Books,,Horror,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1573225487.01.LZZZZZZZ.jpg?v=1699761322,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
october-sky-a-memoir,October Sky: A Memoir,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Homer Hickam</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Dell,,Science Fiction,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0440235502.01.LZZZZZZZ.jpg?v=1699761321,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
alpha-teach-yourself-american-sign-language-in-24-hours-alpha-teach-yourself-in-24-hours,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Trudy Suggs</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Alpha Books,,Memoir,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1592571301.01.LZZZZZZZ.jpg?v=1699761319,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
harlequin-valentine,Harlequin Valentine,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Neil Gaiman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Dark Horse Comics,,True Crime,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/156971620X.01.LZZZZZZZ.jpg?v=1699761317,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
league-of-extraordinary-gentlemen-vol-2-comic,League of Extraordinary Gentlemen; Vol. 2 (Comic),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Alan Moore</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",DC Comics,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1401201172.01.LZZZZZZZ.jpg?v=1699761315,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-forsyte-saga-the-man-of-property-and-in-chancery,The Forsyte Saga : The Man of Property and In Chancery,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Galsworthy</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Touchstone,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0743245024.01.LZZZZZZZ.jpg?v=1699761313,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
nicholas-nickleby-everyman-s-library,Nicholas Nickleby (Everyman's Library),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Charles Dickens</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Alfred A. Knopf,,Romance,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0679423079.01.LZZZZZZZ.jpg?v=1699761311,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
poisonwood-bible-edition-uk,Poisonwood Bible Edition Uk,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Barbara Kingsolver</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Faber Faber Inc,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0571197639.01.LZZZZZZZ.jpg?v=1699761309,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
great-expectations-dover-thrift-editions,Great Expectations (Dover Thrift Editions),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Charles Dickens</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Dover Publications,,Poetry,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0486415864.01.LZZZZZZZ.jpg?v=1699761307,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
emma-signet-classics-paperback,Emma (Signet Classics (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jane Austen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Signet Classics,,Essays,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451526279.01.LZZZZZZZ.jpg?v=1699761306,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
little-women-signet-classic,Little Women (Signet Classic),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Louisa May Alcott</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Signet Classics,,Romance,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451523415.01.LZZZZZZZ.gif?v=1699761304,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
making-minty-malone,Making Minty Malone,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Isabel Wolff</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Onyx Books,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451409256.01.LZZZZZZZ.jpg?v=1699761302,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
born-confused,Born Confused,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Tanuja Desai Hidier</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Push,,Science Fiction,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0439510112.01.LZZZZZZZ.jpg?v=1699761300,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-great-god-pan,The Great God Pan,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Donna Jo Napoli</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Wendy Lamb Books,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0385327773.01.LZZZZZZZ.jpg?v=1699761298,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-adrian-mole-diaries-the-secret-diary-of-adrian-mole-aged-13-3-4-the-growing-pains-of-adrian-mole,The Adrian Mole Diaries : The Secret Diary of Adrian Mole; Aged 13 3/4 : The Growing Pains of Adrian Mole,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sue Townsend</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Perennial,,Memoir,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380730448.01.LZZZZZZZ.jpg?v=1699761297,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-iron-giant,The Iron Giant,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ted Hughes</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Knopf Books for Young Readers,,Essays,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0375801677.01.LZZZZZZZ.jpg?v=1699761295,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-picture-of-dorian-gray-modern-library-paperback,The Picture of Dorian Gray (Modern Library (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: OSCAR WILDE</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Modern Library,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0375751513.01.LZZZZZZZ.jpg?v=1699761294,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
powder-and-patch,Powder and Patch,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Georgette Heyer</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harlequin,,Science Fiction,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0373836023.01.LZZZZZZZ.jpg?v=1699761292,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-king-of-elfland-s-daughter-del-rey-impact,The King of Elfland's Daughter (Del Rey Impact),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Edward John Moreton Drax Plunkett Dunsany</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,True Crime,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/034543191X.01.LZZZZZZZ.jpg?v=1699761290,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
moonheart-newford,Moonheart (Newford),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Charles de Lint</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Orb Books,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0312890044.01.LZZZZZZZ.jpg?v=1699761289,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-winter-king-a-novel-of-arthur-the-warlord-chronicles-i,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bernard Cornwell</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",St. Martin's Griffin,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0312156960.01.LZZZZZZZ.jpg?v=1699761287,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mansfield-park-penguin-popular-classics,Mansfield Park (Penguin Popular Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jane Austen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Penguin Books Ltd,,Essays,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0140620664.01.LZZZZZZZ.jpg?v=1699761286,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
interesting-times-a-novel-of-discworld,Interesting Times: A Novel of Discworld,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Pratchett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harpercollins,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0061052523.01.LZZZZZZZ.jpg?v=1699761284,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
maskerade-a-novel-of-discworld-pratchett-terry-discworld-series-new-york-n-y,Maskerade: A Novel of Discworld (Pratchett; Terry. Discworld Series (New York; N.Y.).),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Pratchett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperPrism,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0061052515.01.LZZZZZZZ.jpg?v=1699761283,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
jingo-a-discworld-novel-discworld-series-terry-pratchett,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Pratchett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperPrism,,Essays,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0061050474.01.LZZZZZZZ.jpg?v=1699761280,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-last-hero-a-discworld-fable-discworld-novels-hardcover,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Pratchett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperCollins,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0061040967.01.LZZZZZZZ.jpg?v=1699761278,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
peter-pan-the-original-story-peter-pan,Peter Pan: The Original Story (Peter Pan),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: J. M. Barrie</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperFestival,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0060563079.01.LZZZZZZZ.jpg?v=1699761277,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
charlotte-s-web-book-and-charm-charming-classics,Charlotte's Web Book and Charm (Charming Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: E. B. White</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperFestival,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/006052779X.01.LZZZZZZZ.jpg?v=1699761275,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
moving-pictures-discworld-novels-paperback,Moving Pictures (Discworld Novels (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Pratchett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",HarperTorch,,Memoir,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/006102063X.01.LZZZZZZZ.jpg?v=1699761273,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-weight-of-water,The Weight of Water,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anita Shreve</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Little; Brown,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0316782505.01.LZZZZZZZ.jpg?v=1699761271,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
great-expectations-heinemann-guided-readers,Great Expectations (Heinemann Guided Readers),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Milne</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Delta Systems,,Poetry,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0435272683.01.LZZZZZZZ.jpg?v=1699761269,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
chicken-soup-for-the-woman-s-soul-chicken-soup-for-the-soul-series-paper,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jack Canfield</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Health Communications,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1558744150.01.LZZZZZZZ.jpg?v=1699761268,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-judgement-in-stone,A Judgement in Stone,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ruth Rendell</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Vintage Books USA,,Poetry,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0375704965.01.LZZZZZZZ.jpg?v=1699761266,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
chicken-soup-for-the-soul-chicken-soup-for-the-soul,Chicken Soup for the Soul (Chicken Soup for the Soul),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jack Canfield</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Health Communications,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/155874262X.01.LZZZZZZZ.jpg?v=1699761264,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
